Str	subst	m	"ǟ".subst(/a/,"b",:m) ne "ǟ".subst(/a/,"b")
Str	subst	ignoremark	"ǟ".subst(/a/,"b",:ignoremark) ne "ǟ".subst(/a/,"b")
Str	subst	r	"aaa".subst(/a+a/,"b",:r) ne "aaa".subst(/a+a/,"b")
Str	subst	ratchet	"aaa".subst(/a+a/,"b",:ratchet) ne "aaa".subst(/a+a/,"b")
Str	subst	P5	"a\nb".subst(/a.b/,"x",:P5) ne "a\nb".subst(/a.b/,"x")
Str	subst	Perl5	"a\nb".subst(/a.b/,"x",:Perl5) ne "a\nb".subst(/a.b/,"x")
Str	subst-mutate	g	my $a="aaa"; $a.subst-mutate("a","b",:g); my $b="aaa"; $b.subst-mutate("a","b"); $a ne $b
Str	subst-mutate	global	my $a="aaa"; $a.subst-mutate("a","b",:global); my $b="aaa"; $b.subst-mutate("a","b"); $a ne $b
Str	subst-mutate	x	my $a="aaa"; $a.subst-mutate(/a/,"b",:x(2)); my $b="aaa"; $b.subst-mutate(/a/,"b"); $a ne $b
Str	subst-mutate	nth	my $a="aaa"; $a.subst-mutate(/a/,"b",:nth(2)); my $b="aaa"; $b.subst-mutate(/a/,"b"); $a ne $b
Str	subst-mutate	st	my $a="aaa"; $a.subst-mutate(/a/,"b",:st(2)); my $b="aaa"; $b.subst-mutate(/a/,"b"); $a ne $b
Str	subst-mutate	nd	my $a="aaa"; $a.subst-mutate(/a/,"b",:nd(2)); my $b="aaa"; $b.subst-mutate(/a/,"b"); $a ne $b
Str	subst-mutate	p	my $a="aaa"; $a.subst-mutate(/a/,"b",:p(1)); my $b="aaa"; $b.subst-mutate(/a/,"b"); $a ne $b
Str	subst-mutate	pos	my $a="aaa"; $a.subst-mutate(/a/,"b",:pos(1)); my $b="aaa"; $b.subst-mutate(/a/,"b"); $a ne $b
Str	subst-mutate	c	my $a="aaa"; $a.subst-mutate(/a/,"b",:c(1)); my $b="aaa"; $b.subst-mutate(/a/,"b"); $a ne $b
Str	subst-mutate	continue	my $a="aaa"; $a.subst-mutate(/a/,"b",:continue(1)); my $b="aaa"; $b.subst-mutate(/a/,"b"); $a ne $b
Str	subst-mutate	ov	my $a="aaaa"; $a.subst-mutate(/aa/,"b",:ov); my $b="aaaa"; $b.subst-mutate(/aa/,"b"); $a ne $b
Str	subst-mutate	overlap	my $a="aaaa"; $a.subst-mutate(/aa/,"b",:overlap); my $b="aaaa"; $b.subst-mutate(/aa/,"b"); $a ne $b
Str	subst-mutate	ex	my $a="aaaa"; (try $a.subst-mutate(/a+/,"b",:ex)) === Nil
Str	subst-mutate	exhaustive	my $a="aaaa"; (try $a.subst-mutate(/a+/,"b",:exhaustive)) === Nil
Str	subst-mutate	as	my $a="aaa"; (try $a.subst-mutate(/a/,"b",:g,:as(Str))) === Nil
Str	subst-mutate	s	my $a="A  B"; $a.subst-mutate(/"A  B"/,"x y",:ii,:s); my $b="A  B"; $b.subst-mutate(/"A  B"/,"x y",:ii); $a ne $b
Str	subst-mutate	sigspace	my $a="A  B"; $a.subst-mutate(/"A  B"/,"x y",:ii,:sigspace); my $b="A  B"; $b.subst-mutate(/"A  B"/,"x y",:ii); $a ne $b
Str	subst-mutate	i	my $a="AAA"; $a.subst-mutate(/a/,"b",:i); my $b="AAA"; $b.subst-mutate(/a/,"b"); $a ne $b
Str	match	i	"AAA".match(/a/,:i).Bool != "AAA".match(/a/).Bool
Str	match	ignorecase	"AAA".match(/a/,:ignorecase).Bool != "AAA".match(/a/).Bool
Str	match	m	"ǟ".match(/a/,:m).Bool != "ǟ".match(/a/).Bool
Str	match	ignoremark	"ǟ".match(/a/,:ignoremark).Bool != "ǟ".match(/a/).Bool
Str	match	s	"ab".match(/a b/,:s).Bool != "ab".match(/a b/).Bool
Str	match	sigspace	"ab".match(/a b/,:sigspace).Bool != "ab".match(/a b/).Bool
Str	match	r	"aaa".match(/a+a/,:r).Bool != "aaa".match(/a+a/).Bool
Str	match	ratchet	"aaa".match(/a+a/,:ratchet).Bool != "aaa".match(/a+a/).Bool
Str	match	P5	"a\nb".match(/a.b/,:P5).Bool != "a\nb".match(/a.b/).Bool
Str	match	Perl5	"a\nb".match(/a.b/,:Perl5).Bool != "a\nb".match(/a.b/).Bool
Str	trans	c	"abc".trans("a" => "x", :c) ne "abc".trans("a" => "x")
Str	trans	complement	"abc".trans("a" => "x", :complement) ne "abc".trans("a" => "x")
Str	trans	s	"aab".trans("a" => "x", :s) ne "aab".trans("a" => "x")
Str	trans	squash	"aab".trans("a" => "x", :squash) ne "aab".trans("a" => "x")
Str	trans	d	"abc".trans("ab" => "x", :d) ne "abc".trans("ab" => "x")
Str	trans	delete	"abc".trans("ab" => "x", :delete) ne "abc".trans("ab" => "x")
Str	substr-eq	i	"ABC".substr-eq("abc",:i) != "ABC".substr-eq("abc")
Str	substr-eq	ignorecase	"ABC".substr-eq("abc",:ignorecase) != "ABC".substr-eq("abc")
Str	substr-eq	m	"ǟbc".substr-eq("abc",:m) != "ǟbc".substr-eq("abc")
Str	substr-eq	ignoremark	"ǟbc".substr-eq("abc",:ignoremark) != "ǟbc".substr-eq("abc")
Str	IO	CWD	"-".IO(:CWD("/zzz-probe")).CWD eq "/zzz-probe"
Str	IO	SPEC	"-".IO(:SPEC(IO::Spec::Win32.new)).SPEC.^name eq "IO::Spec::Win32"
